!CSV A.01.01
!Keysight Technologies,N5224B,MY57181201,A.12.70.07
!Date: Friday, July 22, 2022 14:51:50
!Source: Standard

BEGIN CH1_DATA,,,
Freq(Hz),S11(DB),S11(DEG),
22000000000,-15.258406,-78.902824
22055000000,-12.95456,-59.459072
22110000000,-11.037797,-70.189087
22165000000,-15.085645,-51.016014
22220000000,-9.3111839,-39.983349
22275000000,-9.7401676,-69.682991
22330000000,-12.499746,-71.989662
22385000000,-11.015399,-66.516136
22440000000,-10.264316,-80.044037
22495000000,-14.958481,-73.892715
22550000000,-11.232758,-41.171093
22605000000,-8.9837856,-63.098831
22660000000,-13.680186,-62.523766
22715000000,-8.9083233,-55.785137
22770000000,-8.9702511,-83.212097
22825000000,-13.494116,-71.838028
22880000000,-10.664708,-63.535835
22935000000,-11.272207,-69.343651
22990000000,-10.711045,-65.373772
23045000000,-9.2519398,-62.931854
23100000000,-8.3218431,-67.550659
23155000000,-9.5488338,-79.378654
23210000000,-11.956966,-71.488106
23265000000,-10.244455,-74.207016
23320000000,-12.218946,-77.782524
23375000000,-10.09393,-60.686882
23430000000,-9.0682049,-75.150726
23485000000,-10.26435,-63.897316
23540000000,-8.3520746,-74.759995
23595000000,-10.438822,-83.672859
23650000000,-10.54005,-68.87365
23705000000,-9.8578167,-75.790703
23760000000,-10.937447,-78.560295
23815000000,-10.091188,-62.127872
23870000000,-8.2146664,-67.590424
23925000000,-8.594305,-74.65052
23980000000,-9.3365459,-75.619087
24035000000,-8.8909683,-76.895416
24090000000,-9.0094357,-84.586945
24145000000,-10.655143,-79.528725
24200000000,-9.7197266,-64.813713
24255000000,-8.0725079,-69.710724
24310000000,-8.1375484,-76.612244
24365000000,-8.8774738,-77.761337
24420000000,-7.916872,-79.28804
24475000000,-9.2932053,-88.194328
24530000000,-10.648046,-78.461952
24585000000,-9.2908564,-68.638733
24640000000,-7.9807739,-73.358276
24695000000,-7.882062,-79.564705
24750000000,-8.242732,-78.857803
24805000000,-7.8297844,-83.156235
24860000000,-8.7235298,-86.992798
24915000000,-9.7209682,-81.512131
24970000000,-9.0380821,-77.733742
25025000000,-8.4998341,-78.374062
25080000000,-7.8685637,-76.547684
25135000000,-7.3003283,-81.77916
25190000000,-8.4328041,-83.089989
25245000000,-8.6517792,-85.016457
25300000000,-8.1993036,-87.438393
25355000000,-9.8868856,-82.857323
25410000000,-8.2409372,-72.495064
25465000000,-6.9250946,-82.599197
25520000000,-7.9626908,-85.22834
25575000000,-7.8053036,-78.079544
25630000000,-6.9426832,-84.990753
25685000000,-8.3155107,-92.680367
25740000000,-9.3781347,-85.559975
25795000000,-7.2932696,-78.886749
25850000000,-7.1178484,-85.800919
25905000000,-8.5326023,-84.545593
25960000000,-7.2933607,-76.934715
26015000000,-6.9919329,-88.922455
26070000000,-7.4557109,-92.631775
26125000000,-8.4879313,-88.31189
26180000000,-6.84201,-82.088959
26235000000,-7.3108349,-88.222382
26290000000,-7.7898984,-82.128357
26345000000,-7.1561875,-81.679703
26400000000,-6.1182232,-85.563301
26455000000,-6.4475627,-98.348114
26510000000,-7.8068109,-94.36557
26565000000,-7.3695874,-86.447372
26620000000,-6.5602989,-91.154373
26675000000,-7.2743459,-89.83699
26730000000,-7.3038263,-79.553581
26785000000,-5.0716591,-88.460663
26840000000,-6.1122117,-100.32977
26895000000,-8.1471481,-95.236961
26950000000,-6.7160711,-94.99073
27005000000,-7.328783,-98.394981
27060000000,-7.6547637,-89.753181
27115000000,-7.0109196,-86.931763
27170000000,-5.8997936,-86.088242
27225000000,-5.4709821,-96.05574
27280000000,-6.7318978,-98.682739
27335000000,-6.9147201,-96.054443
27390000000,-7.0503125,-95.374382
27445000000,-7.1039028,-98.136887
27500000000,-7.288641,-93.751236
27555000000,-5.8857479,-85.690002
27610000000,-4.7518744,-97.307861
27665000000,-5.939517,-104.494797
27720000000,-7.1593809,-97.190918
27775000000,-6.4252319,-98.371353
27830000000,-6.7238274,-103.908348
27885000000,-7.9594088,-91.984856
27940000000,-6.0009055,-88.424393
27995000000,-4.6624775,-95.566559
28050000000,-5.3009391,-106.151596
28105000000,-6.4686213,-99.222282
28160000000,-5.2368822,-101.861626
28215000000,-6.3756347,-109.46389
28270000000,-8.1163263,-97.741882
28325000000,-6.283566,-95.132904
28380000000,-5.417522,-98.39003
28435000000,-5.3142829,-106.483948
28490000000,-5.5974789,-104.451195
28545000000,-5.0411749,-106.14653
28600000000,-6.9561048,-112.957802
28655000000,-7.4630852,-106.434113
28710000000,-7.6270876,-97.608986
28765000000,-5.4616933,-96.636475
28820000000,-4.9402008,-107.052185
28875000000,-5.3596411,-103.386093
28930000000,-5.1047745,-106.364532
28985000000,-5.9297247,-110.033279
29040000000,-6.930655,-108.816154
29095000000,-7.3369532,-102.638603
29150000000,-5.7346854,-102.379105
29205000000,-5.1071429,-105.110466
29260000000,-4.883039,-109.830154
29315000000,-5.4238029,-110.066528
29370000000,-5.3888025,-107.455078
29425000000,-5.8628831,-117.907604
29480000000,-8.2279415,-108.215492
29535000000,-5.4626555,-97.59668
29590000000,-4.9808969,-109.41629
29645000000,-5.1951604,-111.604897
29700000000,-5.7526603,-109.382973
29755000000,-4.4052939,-109.965736
29810000000,-5.6025681,-124.663651
29865000000,-7.7670693,-111.31073
29920000000,-5.6762052,-108.164253
29975000000,-5.3833213,-113.132401
30030000000,-5.5377975,-110.255638
30085000000,-5.039196,-110.293541
30140000000,-4.8066244,-116.353325
30195000000,-5.5050178,-121.72406
30250000000,-6.8433185,-114.880356
30305000000,-5.8549843,-113.096596
30360000000,-6.5706539,-120.037209
30415000000,-6.4257441,-106.442009
30470000000,-4.8419352,-114.410477
30525000000,-5.4694281,-119.58585
30580000000,-5.8160901,-116.302277
30635000000,-5.0724444,-120.775955
30690000000,-6.8881726,-127.575188
30745000000,-7.1495695,-108.701889
30800000000,-5.1324682,-114.293724
30855000000,-6.4380317,-117.620949
30910000000,-5.4036641,-109.961166
30965000000,-4.9463234,-122.707359
31020000000,-5.681941,-124.144955
31075000000,-6.2385912,-128.144047
31130000000,-6.576952,-119.303345
31185000000,-5.1471105,-118.907406
31240000000,-6.3048658,-117.584049
31295000000,-4.9460053,-106.893417
31350000000,-4.3202558,-124.973743
31405000000,-6.7339759,-128.455139
31460000000,-5.4665189,-121.501984
31515000000,-5.9811788,-131.900543
31570000000,-8.0164795,-119.579899
31625000000,-5.5941591,-118.00499
31680000000,-5.6879697,-123.282566
31735000000,-4.4236703,-117.49818
31790000000,-5.1855412,-128.598774
31845000000,-4.6086044,-122.927635
31900000000,-6.2625346,-137.835094
31955000000,-7.2188182,-120.234314
32010000000,-5.6160321,-123.796787
32065000000,-6.4197388,-124.465309
32120000000,-5.8386464,-121.233494
32175000000,-4.7255378,-121.340176
32230000000,-5.0598378,-131.131203
32285000000,-7.1088853,-130.424198
32340000000,-5.5079727,-122.115238
32395000000,-5.0917473,-133.436386
32450000000,-7.4573812,-125.811676
32505000000,-5.1924195,-125.930962
32560000000,-6.5563755,-123.139854
32615000000,-5.1837873,-127.414616
32670000000,-6.4898086,-136.68977
32725000000,-6.1706557,-125.954437
32780000000,-6.1769428,-141.536358
32835000000,-5.9758153,-131.201038
32890000000,-5.4553313,-129.070499
32945000000,-6.8028669,-121.12904
33000000000,-5.1988029,-126.027939
END

